City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date,Current Description
227,Leningradskiy,69.3833,178.4167,31.51,92,100,5.97,RU,2022-10-04 01:00:21,light snow
228,Ecoporanga,-18.3733,-40.8306,76.98,68,99,2.3,BR,2022-10-04 01:00:22,overcast clouds
229,Chimbote,-9.0853,-78.5783,62.33,84,50,8.95,PE,2022-10-04 01:00:22,scattered clouds
230,San Quintin,30.4833,-115.95,69.26,82,65,12.97,MX,2022-10-04 01:00:23,broken clouds
231,Ulladulla,-35.35,150.4667,64.09,63,77,8.63,AU,2022-10-04 01:00:23,broken clouds
232,Nichlaul,27.3167,83.7333,75.52,89,68,8.84,IN,2022-10-04 01:00:24,broken clouds
233,Nalut,30.3333,10.85,69.58,42,2,8.77,LY,2022-10-04 01:00:24,clear sky
234,Clyde River,70.4692,-68.5914,27.75,94,100,4.14,CA,2022-10-04 01:00:24,light snow
235,Treinta Y Tres,-33.2333,-54.3833,45.5,91,8,6.87,UY,2022-10-04 01:00:25,clear sky
236,Port-Gentil,-0.7193,8.7815,77.5,83,100,11.48,GA,2022-10-04 01:00:25,overcast clouds
237,Srednekolymsk,67.45,153.6833,26.96,74,95,3.4,RU,2022-10-04 01:00:26,overcast clouds
238,Pionki,51.476,21.4499,50.34,59,75,14.38,PL,2022-10-04 01:00:26,broken clouds
239,Lebu,-37.6167,-73.65,51.55,92,95,11.79,CL,2022-10-04 01:00:27,overcast clouds
240,Lasa,46.6166,10.7002,45.36,54,11,4.32,IT,2022-10-04 01:00:27,few clouds
241,Los Llanos De Aridane,28.6585,-17.9182,74.12,51,100,8.05,ES,2022-10-04 01:00:28,overcast clouds
242,Icod De Los Vinos,28.3724,-16.7119,77.22,47,26,9.86,ES,2022-10-04 01:00:28,scattered clouds
243,Koshki,54.2091,50.4677,52.9,32,100,15.35,RU,2022-10-04 01:00:29,overcast clouds
244,Oron,4.8256,8.2343,74.03,92,98,1.77,NG,2022-10-04 01:00:29,overcast clouds
245,Amapa,1.0,-52.0,72.79,95,100,2.73,BR,2022-10-04 01:00:30,overcast clouds
246,Kribi,2.95,9.9167,75.79,90,100,1.01,CM,2022-10-04 01:00:30,light rain
247,Nanortalik,60.1432,-45.2371,36.25,75,5,6.11,GL,2022-10-04 01:00:31,clear sky
248,Takoradi,4.8845,-1.7554,75.02,94,96,6.06,GH,2022-10-04 01:00:31,overcast clouds
249,Kiruna,67.8557,20.2251,36.52,100,100,2.3,SE,2022-10-04 01:00:32,overcast clouds
250,Biak,-0.9131,122.8766,83.05,67,56,1.63,ID,2022-10-04 01:00:32,broken clouds
251,Karaton,-6.3424,106.1045,76.8,85,100,4.72,ID,2022-10-04 01:00:32,overcast clouds
252,Springbok,-29.6643,17.8865,44.64,85,7,4.05,ZA,2022-10-04 01:00:33,clear sky
253,Saint George,37.1041,-113.5841,79.39,31,0,13.8,US,2022-10-04 01:00:33,clear sky
254,Gazi,35.3253,25.0669,67.06,76,20,4.61,GR,2022-10-04 01:00:34,few clouds
255,Keelung,25.1283,121.7419,91.06,69,3,3.31,TW,2022-10-04 01:00:34,clear sky
256,Ucluelet,48.9329,-125.5528,56.08,91,49,3.31,CA,2022-10-04 01:00:35,scattered clouds
257,Port Washington,40.8257,-73.6982,50.59,82,100,15.99,US,2022-10-04 01:00:35,light rain
258,Muzhi,65.3667,64.6667,35.76,86,9,10.25,RU,2022-10-04 01:00:36,clear sky
259,Howard Springs,-12.497,131.047,85.98,86,93,2.8,AU,2022-10-04 01:00:36,light rain
260,Wentzville,38.8114,-90.8529,65.05,63,0,7.05,US,2022-10-04 01:00:08,clear sky
261,Port Lincoln,-34.7333,135.8667,57.9,93,100,26.17,AU,2022-10-04 01:00:08,overcast clouds
262,Hasaki,35.7333,140.8333,83.21,69,31,22.3,JP,2022-10-04 01:00:37,scattered clouds
263,Mount Isa,-20.7333,139.5,89.37,29,50,10.36,AU,2022-10-04 01:00:37,scattered clouds
264,Vila Franca Do Campo,37.7167,-25.4333,75.2,93,49,10.51,PT,2022-10-04 01:00:37,light rain
265,Progreso,21.2833,-89.6667,81.1,74,18,11.72,MX,2022-10-04 01:00:38,few clouds
266,Norrtalje,59.758,18.705,49.01,91,45,9.06,SE,2022-10-04 01:00:38,scattered clouds
267,Sainte-Suzanne,-20.9061,55.6089,71.78,73,75,16.11,RE,2022-10-04 01:00:39,broken clouds
268,Hambantota,6.1241,81.1185,77.34,94,20,5.75,LK,2022-10-04 01:00:39,few clouds
269,Karratha,-20.7377,116.8463,79.5,41,0,10.11,AU,2022-10-04 01:01:40,clear sky
270,Makakilo City,21.3469,-158.0858,84.43,63,18,8.63,US,2022-10-04 01:01:40,few clouds
271,Camacha,33.0833,-16.3333,63.82,82,20,3.44,PT,2022-10-04 00:56:52,few clouds
272,Deputatskiy,69.3,139.9,13.15,93,40,3.76,RU,2022-10-04 01:01:40,scattered clouds
273,Matadi,-5.8167,13.45,75.61,83,88,4.52,CD,2022-10-04 01:01:41,overcast clouds
274,Hailar,49.2,119.7,33.35,24,0,10.11,CN,2022-10-04 01:01:41,clear sky
275,Zirandaro,18.45,-100.9833,78.22,80,54,1.99,MX,2022-10-04 01:01:42,broken clouds
276,Barrow,71.2906,-156.7887,26.24,86,38,10.16,US,2022-10-04 00:59:15,scattered clouds
277,Miri,4.4148,114.0089,80.82,81,93,5.53,MY,2022-10-04 01:01:42,overcast clouds
278,Chaman,30.9236,66.4512,63.05,18,0,3.33,PK,2022-10-04 01:01:43,clear sky
279,Codrington,-38.2667,141.9667,57.13,74,100,14.36,AU,2022-10-04 01:01:43,light rain
280,Madang,-5.2246,145.7966,85.51,65,11,3.87,PG,2022-10-04 01:01:43,few clouds
281,Pacific Grove,36.6177,-121.9166,73.02,74,0,8.01,US,2022-10-04 00:58:27,clear sky
282,Khasan,42.4308,130.6434,48.47,46,85,20.65,RU,2022-10-04 01:01:44,overcast clouds
283,Ipanguacu,-5.4983,-36.855,76.51,62,97,13.2,BR,2022-10-04 01:01:44,overcast clouds
284,Diamantino,-14.4086,-56.4461,75.6,80,88,6.71,BR,2022-10-04 01:01:45,overcast clouds
285,Marienburg,54.0359,19.0266,53.04,90,16,10.89,PL,2022-10-04 01:01:45,few clouds
286,Siemiatycze,52.4272,22.8623,47.26,90,99,18.14,PL,2022-10-04 01:01:45,overcast clouds
287,Laguna,38.421,-121.4238,88.09,40,0,8.05,US,2022-10-04 01:01:46,clear sky
288,Hay River,60.8156,-115.7999,46.71,62,96,7.07,CA,2022-10-04 01:01:46,overcast clouds
289,La Crosse,43.8014,-91.2396,62.85,75,100,1.99,US,2022-10-04 01:01:47,overcast clouds
290,Anadyr,64.75,177.4833,32.5,93,75,4.47,RU,2022-10-04 01:01:47,fog
291,Adre,13.4667,22.2,74.17,70,100,1.16,TD,2022-10-04 01:01:47,overcast clouds
292,Manokwari,-0.8667,134.0833,83.59,72,42,4.81,ID,2022-10-04 01:01:48,scattered clouds
293,Lander,42.833,-108.7307,58.15,68,35,5.79,US,2022-10-04 00:59:59,scattered clouds
294,Catuday,16.2923,119.8062,82.29,74,60,6.26,PH,2022-10-04 01:01:48,broken clouds
295,Qiqihar,47.3408,123.9672,40.78,27,0,15.32,CN,2022-10-04 01:01:20,clear sky
296,Constitucion,-35.3333,-72.4167,48.88,89,12,3.47,CL,2022-10-04 01:01:49,few clouds
297,Jamame,0.0722,42.7506,73.13,90,11,6.11,SO,2022-10-04 01:01:49,few clouds
298,Shimoda,34.6667,138.95,82.11,70,49,11.59,JP,2022-10-04 01:01:49,scattered clouds
299,Sri Aman,1.2376,111.4621,77.49,90,99,2.24,MY,2022-10-04 01:01:50,overcast clouds
300,Blyth,55.1271,-1.5086,59.79,77,0,6.91,GB,2022-10-04 01:01:50,clear sky
301,Lokosovo,61.1333,74.8167,39.88,93,100,12.19,RU,2022-10-04 01:01:51,overcast clouds
302,La Victoria,10.2184,-67.3302,70.59,93,7,3.56,VE,2022-10-04 01:01:51,clear sky
303,Waddan,29.1614,16.139,70.34,73,100,6.22,LY,2022-10-04 01:01:51,overcast clouds
304,Carutapera,-1.195,-46.02,77.99,80,10,6.85,BR,2022-10-04 01:01:52,clear sky
305,Yuli,9.6989,10.2744,71.67,88,100,3.42,NG,2022-10-04 01:01:52,light rain
306,Zyryanka,65.75,150.85,27.81,72,100,9.93,RU,2022-10-04 01:01:35,overcast clouds
307,Jurm,36.8648,70.8342,51.71,60,0,3.18,AF,2022-10-04 01:01:53,clear sky
308,Gazojak,41.1875,61.4036,51.1,20,0,7.67,TM,2022-10-04 01:01:53,clear sky
309,Petropavlovsk-Kamchatskiy,53.0452,158.6483,52.39,76,20,2.24,RU,2022-10-04 01:01:54,few clouds
310,Batagay-Alyta,67.8006,130.4114,19.44,85,73,3.78,RU,2022-10-04 01:01:54,broken clouds
311,Neman,55.0311,22.0264,50.56,75,100,16.44,RU,2022-10-04 01:01:54,overcast clouds
312,Quang Ngai,15.1167,108.8,79.65,83,94,4.7,VN,2022-10-04 01:01:55,overcast clouds
313,Menzelinsk,55.7271,53.1026,46.94,47,9,11.48,RU,2022-10-04 01:01:55,clear sky
314,Uniara,26.15,75.2167,75.6,57,0,9.08,IN,2022-10-04 01:01:55,clear sky
315,Poso,-1.3959,120.7524,84.72,65,15,0.98,ID,2022-10-04 01:01:56,few clouds
316,Grindavik,63.8424,-22.4338,50.47,81,100,13.8,IS,2022-10-04 01:02:56,overcast clouds
317,Bara,10.3744,10.7288,73.62,92,100,9.26,NG,2022-10-04 01:02:57,overcast clouds
318,Cidreira,-30.1811,-50.2056,55.76,73,0,8.72,BR,2022-10-04 01:02:57,clear sky
319,Beringovskiy,63.05,179.3167,37.0,73,100,8.61,RU,2022-10-04 01:02:57,overcast clouds
320,Cap Malheureux,-19.9842,57.6142,70.47,72,0,5.99,MU,2022-10-04 01:02:58,clear sky
321,Evensk,61.95,159.2333,37.83,49,39,13.15,RU,2022-10-04 01:02:58,scattered clouds
322,Saint Anthony,45.0205,-93.218,69.71,56,100,1.99,US,2022-10-04 01:00:07,overcast clouds
323,Kavaratti,10.5669,72.642,81.41,78,100,15.05,IN,2022-10-04 01:02:58,overcast clouds
324,Taltal,-25.4,-70.4833,57.09,76,26,4.97,CL,2022-10-04 01:00:49,scattered clouds
325,Byron Bay,-28.65,153.6167,69.94,58,9,4.68,AU,2022-10-04 01:02:59,clear sky
326,Honiara,-9.4333,159.95,86.74,67,93,8.99,SB,2022-10-04 01:02:59,overcast clouds
327,Americus,32.0724,-84.2327,60.39,70,0,6.55,US,2022-10-04 00:59:35,clear sky
328,Nacozari,25.3366,-108.2574,81.68,75,0,11.16,MX,2022-10-04 01:03:00,clear sky
329,Saqqez,36.2499,46.2735,57.61,31,1,5.03,IR,2022-10-04 01:03:01,clear sky
330,Kupang,-10.1667,123.5833,85.44,63,99,3.0,ID,2022-10-04 01:03:01,overcast clouds
331,Inhambane,-23.865,35.3833,71.37,89,1,9.35,MZ,2022-10-04 01:03:01,clear sky
332,Darhan,49.4867,105.9228,31.24,43,2,4.32,MN,2022-10-04 01:03:02,clear sky
333,Mayumba,-3.432,10.6554,75.61,86,100,7.76,GA,2022-10-04 01:03:02,light rain
334,Vizinga,61.0749,50.1031,48.96,88,100,7.05,RU,2022-10-04 01:03:03,overcast clouds
335,Havelock,34.8791,-76.9013,55.35,86,100,4.0,US,2022-10-04 01:03:03,overcast clouds
336,Boa Vista,2.8197,-60.6733,80.58,69,40,3.44,BR,2022-10-04 01:03:03,scattered clouds
337,Berlevag,70.8578,29.0864,37.4,93,100,1.14,NO,2022-10-04 01:03:04,overcast clouds
338,Zalantun,48.0,122.7167,38.59,25,0,17.22,CN,2022-10-04 01:03:04,clear sky
339,Paamiut,61.994,-49.6678,36.72,69,12,10.0,GL,2022-10-04 01:03:05,few clouds
340,Pangnirtung,66.1451,-65.7125,35.08,55,100,8.77,CA,2022-10-04 01:03:05,light snow
341,Dir,35.2058,71.8756,57.43,60,2,8.05,PK,2022-10-04 01:03:05,clear sky
342,Naze,28.3667,129.4833,78.69,70,18,6.06,JP,2022-10-04 01:03:06,few clouds
343,The Pas,53.8251,-101.2541,50.56,54,4,1.36,CA,2022-10-04 01:03:06,clear sky
344,Te Anau,-45.4167,167.7167,47.52,82,99,7.45,NZ,2022-10-04 01:01:40,overcast clouds
345,Camopi,3.1655,-52.3158,75.72,84,73,4.45,GF,2022-10-04 01:03:07,broken clouds
346,Narsaq,60.9167,-46.05,35.82,59,0,6.69,GL,2022-10-04 01:03:07,clear sky
347,Provideniya,64.3833,-173.3,44.71,70,0,7.0,RU,2022-10-04 01:03:07,clear sky
348,Igrim,63.1906,64.4162,41.99,88,100,4.14,RU,2022-10-04 01:03:08,overcast clouds
349,Sainthia,23.95,87.6667,76.84,94,100,5.06,IN,2022-10-04 01:03:08,overcast clouds
350,Bosaso,11.2842,49.1816,83.62,58,58,3.83,SO,2022-10-04 01:03:09,broken clouds
351,Atar,20.5169,-13.0499,90.66,33,98,6.13,MR,2022-10-04 01:03:09,overcast clouds
352,Kaitangata,-46.2817,169.8464,58.24,48,67,13.8,NZ,2022-10-04 01:03:09,broken clouds
353,Margate,51.3813,1.3862,60.91,93,99,4.0,GB,2022-10-04 01:02:21,overcast clouds
354,Iqaluit,63.7506,-68.5145,37.13,86,100,19.57,CA,2022-10-04 01:00:15,overcast clouds
355,Rognan,67.0953,15.3878,50.05,77,94,4.09,NO,2022-10-04 01:03:10,overcast clouds
356,La Palma,33.8464,-118.0467,84.81,68,0,10.36,US,2022-10-04 01:03:10,clear sky
357,Batemans Bay,-35.7167,150.1833,64.09,56,69,8.08,AU,2022-10-04 01:03:11,broken clouds
358,Alampur,15.8833,78.15,75.83,79,100,7.67,IN,2022-10-04 01:03:11,overcast clouds
359,Lompoc,34.6391,-120.4579,73.78,77,4,5.99,US,2022-10-04 01:03:12,clear sky
360,Christchurch,-43.5333,172.6333,65.41,59,53,12.66,NZ,2022-10-04 00:59:16,broken clouds
361,Juneau,58.3019,-134.4197,52.21,100,37,1.61,US,2022-10-04 01:00:24,scattered clouds
362,Xunchang,28.4543,104.715,65.17,90,100,1.81,CN,2022-10-04 01:04:12,overcast clouds
363,Longyearbyen,78.2186,15.6401,35.44,87,75,2.3,SJ,2022-10-04 01:04:13,broken clouds
364,Qaqortoq,60.7167,-46.0333,35.46,62,0,6.53,GL,2022-10-04 01:04:13,clear sky
365,Paka,4.6374,103.4368,79.84,81,78,3.09,MY,2022-10-04 01:04:13,broken clouds
366,Southbridge,42.0751,-72.0334,50.43,82,100,8.01,US,2022-10-04 01:04:14,overcast clouds
367,Tall Kayf,37.0833,41.0667,73.81,23,0,7.7,TR,2022-10-04 01:04:14,clear sky
368,Kysyl-Syr,63.8986,122.7617,27.9,76,97,8.59,RU,2022-10-04 01:04:15,overcast clouds
369,Sao Felix Do Xingu,-6.6447,-51.995,78.21,54,7,2.15,BR,2022-10-04 01:04:15,clear sky
370,Port Augusta,-32.5,137.7667,81.66,29,100,21.79,AU,2022-10-04 01:04:16,overcast clouds
371,Lebrija,36.9208,-6.0753,67.08,72,0,1.3,ES,2022-10-04 01:04:16,clear sky
372,Santo Domingo,18.5001,-69.9886,76.68,94,20,0.0,DO,2022-10-04 01:04:14,few clouds
373,Velizh,55.6056,31.1967,38.73,97,100,1.45,RU,2022-10-04 01:04:16,overcast clouds
374,Sitka,57.0531,-135.33,55.29,71,0,4.61,US,2022-10-04 01:04:17,clear sky
375,Havre-Saint-Pierre,50.2334,-63.5986,46.58,78,4,16.22,CA,2022-10-04 01:04:17,clear sky
376,Bonoua,5.2741,-3.595,76.62,96,47,3.71,CI,2022-10-04 01:04:18,scattered clouds
377,Banjarmasin,-3.3244,114.591,78.94,79,91,2.28,ID,2022-10-04 01:04:18,overcast clouds
378,Vestmanna,62.1564,-7.1664,50.92,100,100,19.57,FO,2022-10-04 01:04:18,drizzle
379,Nefteyugansk,61.0998,72.6035,42.73,92,100,14.2,RU,2022-10-04 01:04:19,overcast clouds
380,Daoukro,7.0591,-3.9631,71.35,99,72,2.73,CI,2022-10-04 01:04:19,broken clouds
381,Kamiichi,36.7,137.3667,79.38,53,72,8.37,JP,2022-10-04 01:04:20,moderate rain
382,Lavrentiya,65.5833,-171.0,39.85,68,15,2.01,RU,2022-10-04 01:04:20,few clouds
383,West Bay,19.3667,-81.4167,82.47,71,40,6.91,KY,2022-10-04 01:04:20,scattered clouds
384,Dongsheng,39.8161,109.9776,32.77,42,0,13.58,CN,2022-10-04 01:04:21,clear sky
385,Togur,58.3631,82.8265,28.15,83,46,6.33,RU,2022-10-04 01:04:21,scattered clouds
386,Dudinka,69.4058,86.1778,34.63,95,100,25.99,RU,2022-10-04 01:04:21,snow
387,Fortuna,40.5982,-124.1573,60.93,78,3,5.59,US,2022-10-04 01:04:22,clear sky
388,Superior,46.7208,-92.1041,65.77,75,0,10.36,US,2022-10-04 01:00:00,clear sky
389,Havoysund,70.9963,24.6622,43.03,69,66,8.32,NO,2022-10-04 01:04:23,light rain
390,Burnie,-41.0667,145.9167,61.92,50,12,6.02,AU,2022-10-04 01:04:23,few clouds
391,Belmonte,-15.8631,-38.8828,74.8,87,12,9.86,BR,2022-10-04 01:04:23,few clouds
392,Tonantins,-2.8731,-67.8022,74.57,92,62,1.61,BR,2022-10-04 01:04:24,broken clouds
393,Lagoa,39.05,-27.9833,68.59,80,100,4.38,PT,2022-10-04 01:04:24,overcast clouds
394,Roma,43.2128,-75.4557,48.72,89,0,3.44,US,2022-10-04 01:04:24,clear sky
395,Ginir,7.1333,40.7,58.93,87,100,3.27,ET,2022-10-04 01:04:25,light rain
396,Pierre,44.3683,-100.351,66.06,68,75,5.75,US,2022-10-04 01:04:12,broken clouds
397,Kununurra,-15.7667,128.7333,89.58,45,4,5.75,AU,2022-10-04 01:04:25,clear sky
398,College,64.8569,-147.8028,51.78,70,40,5.75,US,2022-10-04 01:04:26,scattered clouds
399,Hit,33.6416,42.8251,80.85,18,0,8.34,IQ,2022-10-04 01:04:26,clear sky
400,Batagay,67.6333,134.6333,23.94,85,99,3.29,RU,2022-10-04 01:04:26,overcast clouds
401,La Sarre,48.8002,-79.1996,49.89,87,78,7.07,CA,2022-10-04 01:04:27,broken clouds
402,Mudgee,-32.5943,149.5871,66.61,51,13,5.39,AU,2022-10-04 01:04:27,few clouds
403,Phek,25.6667,94.5,60.31,98,100,0.96,IN,2022-10-04 01:04:27,overcast clouds
404,Muscat,23.6139,58.5922,82.42,66,0,8.16,OM,2022-10-04 01:04:28,clear sky
405,Tatawin,32.9297,10.4518,70.05,48,0,2.95,TN,2022-10-04 01:04:28,clear sky
406,Muroto,33.2833,134.15,78.33,76,43,13.09,JP,2022-10-04 01:04:29,scattered clouds
407,Dong Hoi,17.4833,106.6,80.42,83,52,6.6,VN,2022-10-04 01:04:29,broken clouds
408,Flinders,-34.5833,150.8552,67.37,67,77,4.0,AU,2022-10-04 01:05:29,broken clouds
409,Rock Sound,24.9,-76.2,82.04,69,27,5.35,BS,2022-10-04 01:05:30,scattered clouds
410,Tutoia,-2.7619,-42.2744,78.31,80,8,9.35,BR,2022-10-04 01:05:30,clear sky
411,Voh,-20.9667,164.7,79.27,45,4,14.76,NC,2022-10-04 01:05:31,clear sky
412,Moroto,2.5345,34.6666,69.04,64,99,2.19,UG,2022-10-04 01:05:31,overcast clouds
413,Krasnogorskoye,52.2953,86.1979,23.58,92,6,2.48,RU,2022-10-04 01:05:31,clear sky
414,Battle Creek,42.3212,-85.1797,50.38,30,83,3.36,US,2022-10-04 01:00:59,broken clouds
415,Necochea,-38.5473,-58.7368,46.44,83,100,16.15,AR,2022-10-04 01:05:32,overcast clouds
416,Raudeberg,61.9875,5.1352,53.87,62,100,14.05,NO,2022-10-04 01:05:32,overcast clouds
417,San Juan,-31.5375,-68.5364,75.06,31,2,18.92,AR,2022-10-04 01:05:33,clear sky
418,Mezen,65.8522,44.24,34.43,93,100,5.99,RU,2022-10-04 01:05:33,overcast clouds
419,Luba,3.4568,8.5547,76.96,87,97,3.71,GQ,2022-10-04 01:05:33,overcast clouds
420,Belaya Gora,68.5333,146.4167,24.67,80,97,5.61,RU,2022-10-04 01:05:34,overcast clouds
421,Prince Albert,53.2001,-105.7677,56.59,39,15,5.44,CA,2022-10-04 01:05:34,few clouds
422,Waingapu,-9.6567,120.2641,85.19,62,84,2.37,ID,2022-10-04 01:05:35,broken clouds
423,Vestmannaeyjar,63.4427,-20.2734,50.25,81,100,30.4,IS,2022-10-04 01:05:35,overcast clouds
424,Qasigiannguit,68.8193,-51.1922,32.25,81,49,6.17,GL,2022-10-04 01:05:35,scattered clouds
425,Izhma,65.0083,53.9113,39.94,87,100,3.56,RU,2022-10-04 01:05:36,overcast clouds
426,Kalmunai,7.4167,81.8167,79.12,70,100,3.22,LK,2022-10-04 01:05:36,overcast clouds
427,Jiexiu,37.0244,111.9125,48.4,63,100,8.52,CN,2022-10-04 01:05:37,overcast clouds
428,Piura,-5.2,-80.6333,66.22,72,33,17.85,PE,2022-10-04 01:01:39,scattered clouds
429,Atasu,48.6814,71.6433,31.41,45,0,9.71,KZ,2022-10-04 01:05:37,clear sky
430,Camocim,-2.9022,-40.8411,77.16,81,58,11.03,BR,2022-10-04 01:05:38,broken clouds
431,Palmares Do Sul,-30.2578,-50.5097,54.57,75,0,6.06,BR,2022-10-04 01:05:38,clear sky
432,Bourail,-21.5667,165.4833,73.54,55,33,11.74,NC,2022-10-04 01:00:43,scattered clouds
433,Mhango,-3.2833,32.85,68.05,68,73,1.7,TZ,2022-10-04 01:05:39,broken clouds
434,Hays,30.0502,-98.0336,78.82,35,100,2.91,US,2022-10-04 01:05:39,overcast clouds
435,Sheksna,59.21,38.5107,46.53,87,63,14.27,RU,2022-10-04 01:05:40,broken clouds
436,Jacmel,18.2342,-72.5347,78.62,85,98,3.42,HT,2022-10-04 01:05:40,overcast clouds
437,Tay Ninh,11.3,106.1,81.03,81,31,4.54,VN,2022-10-04 01:05:41,scattered clouds
438,Fergus Falls,46.283,-96.0776,67.17,58,100,5.75,US,2022-10-04 01:05:41,overcast clouds
439,Elizabeth City,36.2946,-76.2511,53.62,95,100,19.57,US,2022-10-04 01:05:41,overcast clouds
440,Carbondale,37.7273,-89.2168,60.03,70,0,4.61,US,2022-10-04 01:03:31,clear sky
441,Dingle,10.9995,122.6711,83.82,79,100,5.77,PH,2022-10-04 01:05:42,overcast clouds
442,Andros Town,24.7,-77.7667,80.94,69,81,13.38,BS,2022-10-04 01:03:19,broken clouds
443,Straumen,63.8709,11.2999,48.2,89,59,4.85,NO,2022-10-04 01:05:43,broken clouds
444,Bitung,1.4451,125.1824,86.85,68,81,3.2,ID,2022-10-04 01:05:43,broken clouds
445,Bima,-8.4667,118.7167,86.94,63,85,5.86,ID,2022-10-04 01:05:44,overcast clouds
446,Hanchuan,30.65,113.7667,66.34,74,100,17.87,CN,2022-10-04 01:05:18,overcast clouds
447,Novorzhev,57.0294,29.3338,43.18,94,100,3.98,RU,2022-10-04 01:05:44,overcast clouds
448,Mikumi,-7.4041,36.9831,63.05,81,17,1.9,TZ,2022-10-04 01:05:44,few clouds
449,Beidao,34.5686,105.8933,53.37,79,98,3.51,CN,2022-10-04 01:05:19,overcast clouds
450,Jerantut,3.936,102.3626,76.86,91,99,0.94,MY,2022-10-04 01:05:45,overcast clouds
451,Coihaique,-45.5752,-72.0662,48.81,66,0,1.14,CL,2022-10-04 01:05:45,clear sky
452,Antofagasta,-23.65,-70.4,58.28,78,31,3.69,CL,2022-10-04 01:05:46,scattered clouds
